Article ID,Domain,Date,Category,Headline,Content,Label,Source,Relation,F-Type
313,Earki.com,2024-09-29 16:42:00,Finance,এস আলমের নাম বদলে রবিনহুড আলম রাখার প্রস্তাব,"এস আলম গ্রুপের চেয়ারম্যান সাইফুল ইসলাম ও তার পরিবারের বিরুদ্ধে এক লাখ ১৩ হাজার ২৪৫ কোটি টাকা বিদেশে পাচারের অভিযোগের তদন্ত করছে সিআইডি। তার ব্যাংক থেকে লুট করা টাকার পরিমাণ শুনলেই যেন গা শিউরে ওঠে!

শুধু যে টাকা লুট করেছেন এমন না, বিভিন্ন সময়ে উনি বিভিন্ন চ্যারিটিতে অনুদান দিয়েছেন, অনেক বেকার যুবককে চাকরিও দিয়েছেন। ঠিক যেন রবিনহুড। একদিক থেকে লুট করেন, আরেকদিকে গরিবদের সাহায্যও করেন। এস আলমের এই অসাধারণ মানবিক গুণের কথা বিবেচনা করে তার নাম বদলে রবিনহুড আলম রাখার প্রস্তাব দিয়েছেন অনেক এস আলম ভক্ত।

মাহমুদুল্লাহ নামের এক এসআলম ভক্ত বলেন, উনি তো টাকা একা খাননি, দেশের মানুষকে দানও করেছেন। গরিব মানুষের চিন্তায় ওনার ঘুম আসত না। প্রতিরাতেই ওনাকে ঘুমের ঔষধ খেয়ে ঘুমাতে হতো।

এই এস আলম ভক্ত আরও বলেন, নামাজ পড়তে পড়তে মানুষটার কপালে দাগ পড়ে গেছে, চ্যারিটিতে দান করতে করতে রীতিমত ফকির হয়ে গেছেন। সামান্য ব্যাংক লুট আর টাকা পাচারের জন্য ওনাকে বিচারের মুখোমুখি করা একদমই মানতে পারছি না। এরচেয়ে ওই বদের হাড্ডি বিশ্ববিদ্যালয় শিক্ষকগুলার বিরুদ্ধে ব্যবস্থা নেন। এরাই যত নষ্টের গোড়া।

জানা গেছে এস আলমের জীবনে এই অশ্রুসিক্ত কাহিনি নিয়ে ‘বাংলাদেশের রবিনহুড আলম’ নামে একটা সিনেমা বানানোর কথাও ভাবছেন অনেকে।",0,Reporter,Unrelated,Satire
314,Earki.com,2024-09-29 16:11:00,Miscellaneous	,বাংলাদেশের রাস্তায় বসতে যাচ্ছে মোরাল পুলিশ-এর হেডকোয়ার্টার,"বিশ্বজুড়ে মোরাল পুলিশিং কার্যক্রমকে আরও জোরদার করার লক্ষ্যে বাংলাদেশে প্রতিষ্ঠা করা হচ্ছে আন্তর্জাতিক মোরাল পুলিশের নতুন হেডকোয়ার্টার। পরিসংখ্যান অনুযায়ী, বর্তমানে বাংলাদেশেই সবচেয়ে বেশি মোরাল পুলিশিং হচ্ছে, আর এ কারণে দেশটিকে ‘মোরাল পুলিশিং-এর রাজধানী’ আখ্যায়িত করা হয়েছে।

হেডকোয়ার্টার স্থাপনের প্রধান কারণ হিসেবে বলা হচ্ছে, দেশের নাগরিকদের পোশাক ও আচার-আচরণ সঠিক পথে নিয়ে আসা। বিশেষ করে ওড়না, হিজাব, এবং দাড়ির উচ্চতা নিয়ে জনমনে সচেতনতা বৃদ্ধির জন্য একাধিক ইউনিট কাজ করবে।মোরাল পুলিশের আইজি এ বিষয়ে বলেন, বাংলাদেশে যেভাবে মানুষ কাপড় পড়ে, সেটা দেখে আমরা বিস্মিত! কেউ ঠিকমতো ওড়না পরে না, আবার কারো দাড়ি তো লম্বাই হয় না। আমরা চাই, সবাই নীতিমালা মেনে চলুক।
মোরাল পুলিশের নতুন দফতর থেকে প্রতিদিন ‘পোশাক পরিদর্শক’রাস্তায় নামানো হবে, যারা জনগণের পোশাকের দৈর্ঘ্য এবং ধর্মীয় পোশাকের সঠিক ব্যবহার নিশ্চিত করবে। এই বিভাগের আরও উন্নতির জন্য শহরের বিভিন্ন স্থানে ‘মোরাল চেকপোস্ট’বসানো হবে, যেখানে যাত্রীদের হিজাব, দাড়ি এবং ওড়নার সঠিক নিয়ম পালন হচ্ছে কিনা তা পরীক্ষা করা হবে।

প্রত্যক্ষদর্শীরা জানান, এই নতুন মোরাল পুলিশিং ব্যবস্থা চালু হওয়ার পর থেকে ঢাকার রাস্তায় বোরকা এবং পাঞ্জাবি বিক্রি সৃষ্টি হয়েছে। স্থানীয় বোরকা ও দাড়ি সংশ্লিষ্ট দোকানদারদের মতে, এমন বেচাকেনা আগে কখনো দেখিনি! আল্লাহর রহমতে এখন লোকজন মোরাল পুলিশের ভয়ে হলেও সঠিকভাবে কাপড় পরছে। ছেলেরাও ওড়না কিনছে, মেয়েরা নকল দাঁড়িও কিনে নিয়ে যাচ্ছে।

এদিকে সাধারণ জনগণ এই পদক্ষেপের প্রতি মিশ্র প্রতিক্রিয়া জানিয়েছে। এক তরুণী বলেন, মোরাল পুলিশিং এখন আমাদের জীবনের অংশ হয়ে উঠেছে। হেডকোয়ার্টার স্থাপন করা হলে আমাদের দেশ হয়ে উঠবে মোরাল হাব। আমাদের দেশ থেকে বিশ্ব দরবারে মোরাল রপ্তানি করলে দেশের অর্থনীতিতে নতুন মাত্রা যোগ হবে বলে আশা করি।

শুধু তাই নয়, মোরাল পুলিশের প্রধান ভবিষ্যৎ পরিকল্পনার কথা জানিয়ে বলেন, ‘পরবর্তী পদক্ষেপ হবে সামাজিক মাধ্যমে মোরালিটি চেক করা। ফেসবুক বা ইনস্টাগ্রামে কারো প্রোফাইল ছবি হিজাব ছাড়া থাকলে আমরা সরাসরি ‘মোরাল রিমাইন্ডার’পাঠাব।

মোটকথা, বাংলাদেশ এখন আর শুধু উন্নয়নশীল দেশ নয়, এটি এখন পৃথিবীর প্রথম সারির মোরালিটি হাব।",0,Reporter,Unrelated,Satire
315,Earki.com,2024-09-28 16:23:00,Miscellaneous,"বাংলাদেশে ২৮ সেপ্টেম্বরে নেই কোনো জন্মদিন, বলছে এক আশ্চর্যজনক গবেষণা","এমন কোনো তারিখ কি আছে, যেই তারিখে একজনও জন্মায়নি? পৃথিবী জুড়ে খুঁজলে হয়ত এমন তারিখ জুটবে না। কিন্তু, বাংলাদেশে এক মিথ্যা আশ্চর্যজনক গবেষণায় বেরিয়ে এসেছে খুবই গোপন তথ্য। জানা গিয়েছে, ২৮ সেপ্টেম্বর বাংলাদেশে জন্মায়নি কোনো মানুষ। এই দিনে জন্মদিন নেই কারোরই।

গবেষণার পুরো বিষয়টাই হয়েছে ফেসবুকে। ফেসবুকে সবার ফ্রেন্ড লিস্টের জন্মদিন চেক করে জানা গিয়েছে ২৮ সেপ্টেম্বর কারও ফ্রেন্ডলিস্টেরই কারও জন্মদিন নেই। কিন্তু, মেমোরিজে গেলে আবার উঠে আসছে ভিন্ন তথ্য। দেখা যাচ্ছে, গতবছরও ২৮ সেপ্টেম্বর জন্মদিন পালন করেছেন হাজার হাজার মানুষ।

এ ব্যাপারে গত বছর জন্মদিন পালন করা একজনের সাথে কথা বললে তিনি মুখ লুকিয়ে জানালেন, এত বছর আমার জন্মদিন আসলে ফেক ডেটে ছিল। আমি জন্মাইছি ২৯ ডিসেম্বর কিন্তু পালন করতাম ২৮ ডিসেম্বর। আমি এই গোপনীয়তা আর ধরে রাখতে চাইনি, আমি চেয়েছি সবাইকে সত্যটা জানাইতে। তাই আমার এবার সত্যের মুখোমুখি হওয়া।

তবে, লাই ডিটেক্টর বলছে ভিন্ন কথা। দেশের মানচিত্র লাই ডিটেক্টর বসানোর পরে দেখা গিয়েছে দেশের বিভিন্ন চিপা থেকে বিভিন্ন মিথ্যা কথার আভাস।",0,Reporter,Unrelated,Satire
316,Earki.com,2024-09-28 16:22:00,Entertainment,ডিসেম্বরের শহরে গানের সেপ্টেম্বর ভার্সন চান এক্সট্রা অ্যাস্থেটিক পিপলরা,"ডিসেম্বর মাসে শীত, পিঠা, প্রেম এসবের পাশাপাশি জনপ্রিয়তার একদম উপরের স্তরে থাকে, ডিসেম্বরের শহরে গান। ডিসেম্বর মাসে এই গানই অ্যাস্থেটিক পিপলদের জাতীয় সংগীত। তাদের সোশ্যাল সাইটের স্টোরি, ফোনের প্লে লিস্ট এমনকি ফোনের রিং-টোন জুড়েও থাকে শুধুমাত্র ডিসেম্বরের শহরে। এবার এখনও ডিসেম্বর আসতে অনেক দেরি। কিন্তু, নিয়ম না মেনে ডিসেম্বরের আবহাওয়া, ডিসেম্বরের প্রেম এমনকি ডিসেম্বরের ঘ্রাণও চলে এসেছে বাতাসে। মাস ছাড়া মাসের সবকিছুর এমন আনাগোনা খুবই ঝামেলায় ফেলে দিয়েছে পৃথিবীর এক্সটা অ্যাস্থেটিক পিপলদের। তাই তাদের দাবি, এই সেপ্টেম্বর মাসকেও কেন্দ্র করে যেন ডিসেম্বরের শহরে গানের ভার্সন হয়।  

এমনই এক এক্সট্রা অ্যাস্থেটিক পিপল (AAS) আমাদের জানালেন, বাইরে শীত শীত আবহাওয়া, আকাশে রোদ আসে তো আসে না, মন খারাপের একটা জমাট পাহাড় বুকের ভেতর অথচ মাসটা সেপ্টেম্বর! এমন একটা মাসে, এমন অনুভূতি জেগে উঠবে এটা একদমই অকল্পনীয়। কিন্তু, নিজেদের ভেতরের অ্যাস্থেটিক মনোভাবটাকেও তো ফেলে দিতে পারছি না। এই সেপ্টেম্বরকে আমরা উদযাপন করছি ডিসেম্বরের মতো করেই, শুধু গান নিয়ে ঝামেলা হচ্ছে। সেপ্টেম্বরে তো আর ডিসেম্বরের শহরে গান বাজানো যায় না। তাই আমরা এই গানের একটা ব্যবস্থা চাই। 

আরেকজন জানালেন, নতুন গান না আসলেও সমস্যা নেই। ডিসেম্বর কেটে সেপ্টেম্বর করে দিলেও তারা খুশি হবেন। তবে, আবার কখন কোন মাসের এমন মুড সুইং হয় বলা যায় না, তাই আমাদের দাবি থাকবে প্রতিটা মাসের নামকে কেন্দ্র করেই গানটা গেয়ে ফেলা হোক। আমরা তাহলে চিন্তামুক্ত!",0,Reporter,Unrelated,Satire
317,Earki.com,2024-09-26 16:39:00,Miscellaneous	,হ্যামস্টার থেকে টাকা পেয়ে পুরো মহল্লাকে ৭ দিনের দাওয়াত দিলো বাড্ডার বাবলু,"বাড্ডার বাবলু, এলাকার পরিচিত মুখ, আজ সকালে এক অদ্ভুত ঘোষণা দিয়ে পুরো মহল্লায় আলোড়ন তুলেছে। ঘটনা এমন, সে নাকি হ্যামস্টার কমব্যাট গেম থেকে কোটি টাকা পেয়ে গেছে! কেউই বিশ্বাস করতে চাচ্ছে না, যাকে বলছে সেই শুনে সকলে হতবাক হয়ে যাচ্ছে!

এই খুশীতে পুরো মহল্লাকে ৭ দিনের দাওয়াত দিয়েছেন তিনি। জানিয়েছেন, সাত তিন বেলা করে মহল্লাবাসী তার বাসায় খাবে।এলাকার মুরুব্বি রফিক মিয়ার কানে এই খবর পৌঁছলে তিনি জানান, বাবলু তো গেম খেলতে খেলতে পাগল হয়ে গেঞ্ছে। ওর কথায় কান দিয়েন না।  
খোঁজ নিয়ে জানা গেছে, গত এক মাস ধরে বাবলু এলাকার ছোট-বড় দোকানগুলোতে বাকির খাতা খুলেছেন। মুদির দোকান, মাংসের দোকান, মাছের বাজার— সব জায়গায় বাবলু একটাই কথা বলেছেন, হ্যামস্টার থেকে টাকা আসছে। তাড়াহুড়ো কইরেন না, ২৬ তারিখেই সব শোধ হয়ে যাবে।

দোকানিরা প্রথমে কিছুটা সন্দিহান হলেও, বাবলুর আত্মবিশ্বাস দেখে তারাও বাকিতে জিনিস দিতে শুরু করে। বাবলু কিছু দিন পর পর এক নতুন বাকির খাতা খোলেন। দোকানে গিয়েই হাজার টাকার কমে কোনো কিছুই কেনেন না। মাসখানেক ধরে প্রায়ই দোকানের সামনে দাঁড়িয়ে সিগারেট ফুঁকতে ফুঁকতে সবাইকে বলে বেড়াতেন, টাকা আসতাছে ভাই, কোটি কোটি টাকা!

হঠাৎ করে বাজারে গিয়ে তিনি ঘোষণা করে বসেছেন, ভাইসব! এই বাজারের সব পণ্য আমার বাসায় যাবে। আমি মহল্লার সবাইরে সাতদিন দাওয়াত করলাম। খাইতে আইসেন!  

শুনে বাজারের বিক্রেতারা হঠাৎ থতমত খেয়ে গেল। ‘কী বললেন?’ এক মুরগি বিক্রেতা জিজ্ঞেস করল। বাবলু আবারও কণ্ঠ চড়ালেন, সবই আমার বাসায় দিয়ে যাইয়েন। আমার অ্যাকাউন্টে হ্যামস্টার কয় কোটি টাকা ঢুকাইছে তার হিসাব করতে পারতেছি না, এত এত শূন্য যে চোখ গুলায়ে গইয়েছে আমার!",0,Reporter,Unrelated,Satire
318,Earki.com,2024-09-26 16:52:00,Finance,দেশের অর্থনীতির রকেট আজ থেকে মহাকাশে,"গেমারদের জন্য আজকের দিনটি ইতিহাসে সোনার অক্ষরে লেখা থাকবে। কারণ আজ ২৬ সেপ্টেম্বর, হ্যামস্টার কমব্যাট গেমের জমে থাকা পুরস্কার টাকার পরিমাণ পৌঁছে যাচ্ছে সকল গেমারের পেপাল অ্যাকাউন্টে। দেশের অর্থনীতির রকেট যেন মহাকাশে।

হাজার হাজার কোটি ডলারের এতো বড় ট্রান্সফার দেখে পেপালের গেটওয়ে কাঁপতে শুরু করেছে, ফলে সার্ভার ডাউন হয়ে গেছে। ‘পেপাল বাঁচলে দেশ বাঁচবে’ স্লোগানে গেমাররা আজ একত্রিত হয়ে তাদের পেমেন্টের জন্য অপেক্ষা করছে।
এদিকে ভারত থেকে শেখ হাসিনা জানিয়েছেন, এই অর্থনৈতিক বিপ্লবের গোড়া আমার আমলেই শুরু হয়েছিল। আমি যে চারা গাছ লাগিয়ে গিয়েছিলাম, আজ তার ফলাফল ভোগ করবে ড. ইউনূস।
অন্যদিকে, বাংলাদেশ ব্যাংকের নাম প্রকাশে অনিচ্ছুক এক কর্মকর্তা বলেছেন, এত ডলার আসার কারণে আমাদের রিজার্ভের উপচে পড়ার অবস্থা। টাকা রাখার জন্য আমাদের নতুন গুদাম ভাড়া নিতে হবে। এখনই সোনা কিনে রাখলে লোকসান হবে না।পোশাক ডিজাইন

তরুণ অর্থনীতিবিদরা বলছেন, দেশের অর্থনীতির চাকাকে আর চাকা বলার উপায় নেই। এটা এখন অর্থনীতির রকেট, যা সরাসরি মহাকাশে উড়ে যাচ্ছে।

এর মধ্যে এমনই একজন অর্থনীতিবিদ মন্তব্য করেছেন, এই রকেট যে গতিতে উড়ছে, তাতে আমরা আগামী কয়েক বছর পর মঙ্গলে বাস করা শুরু করব।

এদিকে সাভারের সাত্তার মিয়া জানিয়েছেন, আমি আমার নিজস্ব অর্থায়নে মহাকাশে রকেট পাঠানোর জন্য প্রস্তুতি নিচ্ছি। ২০২৫ সালের ২৬ সেপ্টেম্বর রকেট লঞ্চ হবে, আর সেই রকেটে থাকবে আমার নিজস্ব স্যাটেলাইট, ‘সাত্তার স্যাটেলাইট।’ বাংলাদেশ শুধু অর্থনীতিতে নয়, মহাকাশেও নিজস্ব রকেট নিয়ে দাপিয়ে বেড়াবে।",0,Reporter,Unrelated,Satire
319,Earki.com,2024-09-25 18:12:00,Lifestyle,দুর্গাপূজাকে সামনে রেখে আশায় বুক বাঁধছেন সিঙ্গেল সমাজ,"সামনে আসছে দুর্গাপূজা। পূজাকে সামনে রেখে আশায় বুক বাঁধছেন সিঙ্গেল সমাজ। কেউ কেউ আশা করছেন এই পূজাতেই পরিবার বিয়ের কাজটা সেরে ফেলবে, দীর্ঘ সিঙ্গেল জীবনের পর একটা প্রেমের আশায় দুর্গার আগমনের অপেক্ষা করছেন কেউ কেউ।

এমনই এক ব্যাচেলর বলেন, পূজার জন্যই বেঁচে আছি। পূজা আসবে, জীবনে প্রেম আসবে। নইলে এই জীবন ছেড়ে কবে যে চলে যেতাম!

অনেকে আশায় আছেন বিয়ের। এমনই একজন বলেন, আমার দ্বারা প্রেম হবে না এটা আমি এতদিনে বুঝে গেছি। এখন শেষ ভরসা পূজা। পূজা আসলে মায়ের পদতলে আর কিচ্ছু চাইব না, চাইব শুধু একটা জীবনসঙ্গী।

অনেকে এতটাই সিঙ্গেল যে তারা মনে করছেন দুর্গার আশির্বাদেও তাদের প্রেম বা বিবাহ হওয়ার কোনো সম্ভাবনা নেই। তারা তাকিয়ে আছেন পরিবারের দিকে। আশায় বুক বাঁধছেন, পূজার আনন্দের পরিবার যদি তাদেরকে একটা বিয়ে করিয়ে দেয়। তাতেই জীবন সার্থক।",0,Reporter,Unrelated,Satire
320,Earki.com,2024-09-24 17:24:00,Miscellaneous	,বাসের পাশাপাশি উবারেও হাফ পাসের দাবি জানালেন গুলশানের শিক্ষার্থী ফারাজি,"দীর্ঘদিন যাবত বাংলাদেশের পাবলিক বাসগুলো স্টুডেন্টদের দিয়ে আসছে হাফ পাস সুবিধা। শুধুমাত্র শুক্র, শনিবার সরকারি ছুটির দিন হওয়ায় নিজেদের দাপটে বাস মালিক সমিতি সাইড করে রেখেছিল এই দুইদিনের হাফ পাস। তবে, এবার নতুন সরকার ঘোষণা করেছে প্রতিটি পাবলিক বাসে সপ্তাহে ৭ দিন স্টুডেন্টদের জন্য হাফ পাস বরাদ্দ। এতে হাসি ফুটেছে বাংলার ঘরে ঘরে। তবে, শুধু বাসে এমন সুবিধা থাকায় মন খারাপ করেছেন গুলশান বনানীর অনেকেই। এক গোপন মিথ্যা সূত্রে জানা গিয়েছে, নিজেদের মন খারাপ প্রকাশ করতে তারা জড়ো হচ্ছেন শাহবুদ্দিন পার্কে। (লং মার্চ টু শাহবাগ হলে তাদের অনেক হাঁটতে হবে, তাই এমন ব্যবস্থা)

এ ব্যাপারে গুলশানের ফারাজি নামের এক শিক্ষার্থীর সাথে কথা বললে তিনি আমাদের জানালেন, আমাদের মন খারাপ কেন হবে না? We are very disappointed. যারা বাসে যাতায়াত করে শুধু তারাই কি স্টুডেন্ট? আমাদের তো বাসে যাতায়াতের অভ্যাস নেই, আমরা যাতায়াত করি উবার কার অথবা বাইকে। সেক্ষেত্রে আমাদের হাফ পাসটা কোথায়? আমাদের তো কোনো হাফ পাস দেওয়া হচ্ছে না! কেন হচ্ছে না? আমাদের হাফ পাস লাগবেই। নতুন সরকারও যদি আমাদের সাথে এমন skibidi করে তাহলে আমরাও কিন্তু কাউকে ছেড়ে কথা বলব না। আমাদের একটাই দাবি, উবারেও হাফ পাস চাই।

ফারাজির এমন বক্তব্যের পর উপস্থিত অনেকেই তার সাথে সহমত জানালেন। ভিড়ের পেছন থেকে একজন বের হয়ে এসে বললেন, বাসে হাফ পাস, সপ্তাহে সাতদিন হাফ পাস, ১২ ঘণ্টা হাফ পাস, এখন উবারে হাফ পাস, কালকে মেট্রোরেলে হাফ পাস, পরশু পদ্মা সেতুতে টোল মাফ এমন স্বাধীনতাই কি চেয়েছিলাম?

",0,Reporter,Unrelated,Satire
321,Earki.com,2024-09-23 18:10:00,International,আইনস্টাইনকে সভাপতি ও জাকারবার্গকে সেক্রেটারি করে আত্মপ্রকাশ করল শিবির ইহুদি উইং,"এবার আত্মপ্রকাশ করল শিবিরের ইহুদি শাখার সভাপতি ও সেক্রেটারি। একটি ফেসবুক পোস্টের মাধ্যমে বিখ্যাত বিজ্ঞানী আলবার্ট আইনস্টাইন নিজেকে শিবিরের সভাপতি বলে পরিচয় জানিয়েছেন। সেক্রেটারি হিসেবে আত্মপ্রকাশ করেছেন মার্ক জাকারবার্গও।

তবে অনেকে মার্ক জাকারবার্গকে সেক্রেটারি হিসেবে মেনে নিচ্ছেন না। এমনই একজন বলেন, মার্ক জাকারবার্গের মতো একজন ড্রপ আউট খারাপ ছাত্র কোনোভাবেই শিবিরের সেক্রেটারি হতে পারে না। আইনস্টাইনকে মানা যায়। ওর সিজিপিএ ভালো। খারাপ সিজিপিএর জাকারবার্গকে মানি না।

এতদিন কোথায় ছিলেন? জানতে চাইলে আলবার্ট বলেন, নাৎজি বাহিনীর মধ্যে আত্মগোপনে ছিলাম। আমি ছিলাম নাৎজি বার্লিন শাখার সহ-সভাপতি, জুকা ছিল সদস্য।

এদিকে আলবার্ট-মার্কের মতো এমন আত্মপ্রকাশের ঘটনা ঘটছে নানান সময়ে। বাংলাদেশ থেকে পাওয়া এক খবরে জানা গেছে, অর্ধ-শতাধিক আর্জেন্টিনা ফ্যান দীর্ঘদিন ব্রাজিল ফ্যান সেজে ব্রাজিল শিবিরে লুকিয়ে ছিল। আর্জেন্টিনা বিশ্বকাপ জেতার পরপরই তারা আত্মপ্রকাশ করে।",0,Reporter,Unrelated,Satire
322,Earki.com,2024-09-23 15:17:00,Miscellaneous	,সূর্যের পদত্যাগের দাবিতে আন্দোলনের ডাক দিল জেন-জিরা,"দেশ থেকে স্বৈরাচার চলে গিয়েছে। আমরা স্বৈরাচারহীন এক বাংলাদেশ পেয়েছি। এখানে ঘরে ঘরে সমন্বয়ক কিন্তু কোথাও কোনো স্বৈরাচার নেই। স্বৈরাচারহীনতার এই সময়টাতেই মাথা উচু করে দাঁড়িয়েছে সূর্য। সূর্যের তাপের ঠ্যালায় ঠিকমতো দাঁড়ানো তো দূর বাঁচাও মুশকিল হয়ে দাঁড়িয়েছে। এমন সময়ে সবার পাশে আবার জেনজিরা এসে দাঁড়িয়েছে। সূর্যের পদত্যাগের দাবিতে আন্দোলনের ডাক দিয়েছে দেশের জেনজি সমাজ।

এই কর্মসূচির সমন্বয়কের সাথে কথা বলতে চাইলে এক জেনজি সমন্বয়ক আমাদের জানালেন, যে দেশ থেকে স্বৈরাচার বিদায় করতে পেরেছি, সেই দেশে সূর্য আর এমন কী! আমরা ওত সময় নিয়ে মাঠে নামি নাই। আমাদের দাবি দুইটাই, হয় সূর্য পদত্যাগ করবে নাহয় নিজের ত্যাজ কমাবে। আমরা তার জন্য অপশন রেখেছি, সে চাইলেই অপশন এ বা বি যেকোনো একটা বেছে নিতে পারে। ইটস হার চয়েজ। আমরা কারও চয়েজে হস্তক্ষেপ করছি না। কিন্তু, আমাদের দাবি না মানলে, স্বৈরাচারের সাথে যা হয়েছে সূর্যের সাথেও একই জিনিস হবে।

দুপুরের মধ্যে জেনজিদের সাথে যোগ দিয়েছেন বলে জানা গিয়েছে, জেন-এক্স ও মিলেনিয়ালসও। এদিকে, জেন আলফা এখনও বুঝতেছে না কী করবে, সূর্য আরেকটু তাপ বাড়ালে স্কুল কলেজ বন্ধ হিয়ে যাওয়ার একটা চান্স আগে। ছুটি আগে নাকি আন্দোলন আগে এটাই বুঝে উঠতে পারছেন না তারা।",0,Reporter,Unrelated,Satire
323,Earki.com,2024-09-23 17:23:00,Lifestyle,অতিরিক্ত গরমে গলে যাচ্ছে ক্রাশের মন; একদিনে প্রেম হওয়ার সম্ভাবনা ৩ হাজার,"চারিদিকে অসহ্যকর গরম। ইতিমধ্যেই একদল শাহবাগের দিকে রওয়ানা দিয়েছে, উদ্দেশ্য লং মার্চ টু গরম। বিভিন্ন সূত্রের মাধ্যমে নিশ্চিত হওয়া গিয়েছে শো-রুম, কর্পোরেট অফিস, এজেন্সি এমন জায়গায় বেড়ে গিয়েছে অভার-টাইম। অফিস ছেড়ে কোনোভাবেই বাসায় যেতে রাজি হচ্ছেন না এমপ্লয়িরা। এমনকি, প্রাইভেট ভার্সিটির ছাত্রদেরও বের করা যাচ্ছে না ক্লাস থেকে। এমন আশ্চর্যজনক তথ্যের পাশাপাশি আমাদের হাতে এসে পৌঁছেছে আরও একটি তথ্য। জানা গিয়েছে, অতিরিক্ত গরমে গলে যাচ্ছে ক্রাশের মন; একদিনে প্রেম হওয়ার সম্ভাবনা ৩ হাজার।

রাজধানীর বিভিন্ন এলাকায় দুইদিনের পর্যবেক্ষণের পর আমাদের প্রতিবেদক গবেষণা করে বের করেছেন, আজকের গরমে দেশের প্রায় ৩ হাজার ক্রাশের মন গলে যাবে। গলে গেলে ক্রাশের মন, জমে যাবে প্রেম। সেই সম্ভাবনা থেকেই আজকের দিনে ৩ হাজার প্রেম হওয়ার আশঙ্কা আমাদের। এ ব্যাপারে সদ্য ফেমাস হওয়া এক ইনফ্লুয়েন্সার যাকে অনেকেই ক্রাশ বলেন, তার সাথে কথা বলে আমাদের অভিজ্ঞ টিম। তিনি জানান, এই গরমে সবকিছু গলে যাচ্ছে। গতকাল দেখলাম আমার নতুন মিউজিক ভিডিওর ডিরেক্টরের মনও গলে গেছে। যেখানে আমাকে সাইড রোল দিচ্ছিল সেখানে আমি পাচ্ছি মেইন রোল। সবাই গলে গেলে, আমার মন আর এমন কী! একটু চেষ্টা করলেই গলে যেতে রাজি।

ক্রাশের মন গলার খবর রাতারাতি জানাজানি হলে মাঠে নেমে গিয়েছেন তরুণ সিঙ্গেল সমাজ। জানা গিয়েছে, লং মার্চ টু ক্রাশের মন নামে আরেকটা কর্মসূচিও রাজুর দিকে আগাচ্ছে।",0,Reporter,Unrelated,Satire
324,Earki.com,2024-09-22 17:42:00,National,"ওস্তাদ বামে প্লাস্টিক বলা নিষিদ্ধ করল সরকার
","কক্সবাজার, সুপারশপ, রাষ্ট্রীয় অতিথি ভবণ যমুনাতে প্লাস্টিক নিষিদ্ধের পর এবার ওস্তাদ বামে প্লাস্টিক বলা নিষিদ্ধ করল সরকার। প্লাস্টিকের বিরুদ্ধে যুদ্ধ ঘোষণার পর এটি এই সরকারে চতুর্থ দূরদর্শী সিদ্ধান্ত। একটি ভুয়া সূত্র থেকে এমনটা নিশ্চিত হয়েছে eআরকি।

সরকার একটি ফেক বিবৃতিতে জানায়, ঘরে প্লাস্টিকের জন্য শান্তি নাই। এর মধ্যে রাস্তায় বের হইলেই শুনি ওস্তাদ ডাইনে প্লাস্টিক, ওস্তাদ বায়ে প্লাস্টিক— মেজাজ আরও গরম হয়ে যায়। এই দেশে যেমন প্লাস্টিক থাকবে না, প্লাস্টিকের নামও থাকবে না।

এই ঘটনায় নেতিবাচক প্রতিক্রিয়া দেখা গেছে বাস হেলপারদের মধ্যে। আওয়ামী সমর্থক এক বাস হেলপার এই সিদ্ধান্তের সমালোচনা করে বলেন, এটা তো বাকস্বাধীনতা কেড়ে নেওয়ার মতো বিষয়। আমি যদি রাস্তায় বের হয়ে নিজের মন খুশি মতো ওস্তাদ বামে প্লাস্টিক বলতে না পারি তাহলে বাঁচব কীভাবে? বাকস্বাধীনতা ছাড়া মানুষ বাঁচতে পারে বলেন? এই সরকার বাকস্বাধীনতা ঠিক করার জন্য অভ্যুত্থান করাইল, এখন বাকস্বাধীনতা কই? এই স্বাধীনতাই কি আমরা চেয়েছিলাম?

জানা যায়, এই বাস হেলপার একজন সাবেক ছাত্রলীগ নেতা। চরিত্রের প্রয়োজনে তিনি এখন বাস হেলপার হিসেবে সার্ভাইব করছেন। সময় সুযোগ করেই আত্মপ্রকাশ করবেন।  

এদিকে কাউকে প্লাস্টিক ফ্যান বলার উপর নিষেধাজ্ঞা চেয়েছে ফুটবল ক্লাব ম্যানচেস্টার সিটির সমর্থকরা।",0,Reporter,Unrelated,Satire
