Article ID,Domain,Date,Category,Headline_English,Content_English,Label,Source,Relation,F-Type
364,Earki.com,2024-07-09 17:32:00,Entertainment,Hindi song Tauba Tauba on the list of favorites of Bangladeshi corrupt people immediately after its release,"After listening to Vicky Kaushal's recently released song, Tauba Tauba, this song has been on the list of favorites of Ugandan corrupt people. It has been learned through a completely false information that all the corrupt people of Uganda are listening to this song Tauba Tauba day and night. Even if we say that we are just listening, it would be a slight mistake here. It is known that they are also singing it themselves. 

When we went to the house of a corrupt person who did not want to be named, we saw that the song Tauba Tauba was playing on the speaker at full volume. When we asked him about the science behind listening to the song Tauba Tauba, he told us that the song Tauba Tauba came to make my life easier. I have been corrupt for so many years, even though I am corrupt, we are actually human. We also feel guilty! I could not get rid of it in any way. But, after listening to the song Tauba Tauba, I know how peace works, I do not feel guilty anymore. Earlier, I could not sleep at night with the feeling of guilt. But now, just listening to the song Tauba Tauba makes me sleepy at night. I know this song is not just for me, but for thousands of corrupt people like me. 
When Vicky Kaushal was asked about his opinion on the use of the song, Vicky tagged us in a story on his fake Instagram account and said, ""My purpose has been served."" I actually wrote this song with the corruption of Ugandan fathers in mind. I was a little skeptical whether they would have time to pay attention to my song after putting corruption aside. But, I am completely successful. I want to bring this concept to my next song as well.",0,Reporter,Unrelated,Satire
365,Earki.com,2024-07-08 17:50:00,Sports,Brazil wants 100 percent quota in football,"Brazil fans want a 100% quota in football to win the World Cup. The country is demanding this quota from the upcoming Copa and World Cup. 

The team, which has been deprived of a title for a long time, wants this rule as a safety for the days ahead. 

A Brazilian fan said from his fake ID, the quota system is to bring the backward community forward. We may have 5 stars. But you have to understand how many years we haven't won a cup. We need a cup. That's why we want a quota system. 

This fan also said that if we get a quota, we won't have to worry about our grandchildren anymore. He said, we are somehow getting by. But what will our grandchildren do? What will we show them to bring them into the Brazil support group? At least with a quota, we could have won a few cups.",0,Reporter,Unrelated,Satire
366,Earki.com,2024-07-07 17:12:00,Sports,The number of Canadian football team fans has suddenly increased in Bangladesh,"Although there have been a lot of fans of Canadian visas in Bangladesh for a long time, this time the number of fans of the Canadian football team has suddenly increased in the Copa. A fake study has shown that in the upcoming semi-finals of the Copa, their Bangladeshi fans are more than the local fans of Canada. Our eArch team set out to find out how they suddenly increased their fans despite not being a very good team. 

When we went to interview a person who had recently become a fan of Canada, he quickly told us, hiding a yellow T-shirt, that I have been a fan of the Canadian team since birth. It is not that I am a seasonal Canadian fan because I saw that they will play with Argentina, you should not bring anything else in between. 

However, the mafia Messi fan society of Bengal is seeing the whole matter as part of a conspiracy. They say that so many seasonal Canadian fans have been born in this country today because of the poison in the eyes of many people because of Messi's mafia. An Argentine fan explained the matter to us, ""Since when is football a game of feet? Football is a game of intelligence. If you can win with your mind or with the help of a penalty, that's not a bad thing."" Brazil tells fans that they will never be able to reach our level. We are fans who have been in the hole for 36 years.",0,Reporter,Unrelated,Satire
367,Earki.com,2024-07-07 17:10:00,Sports,Pele suggests adding league to the end of Brazil's name to help them win,"Times are not going well for the Brazilian football team and their fans. Starting from the World Cup to the Copa, they are being beaten pretty much everywhere. While neighboring Argentina is winning one trophy after another, Brazil's fortunes are absolutely bleak. 

Unable to find a way out of such a situation, the best footballer of all time, Pele, has now come forward to advise the Brazilian team. He has suggested that the Brazilian team's name be added to the end of the name to ensure victory. Not only that, he has also asked the Brazilian footballers to wear helmets and take the field with hockey sticks in their hands if possible. 
Pele's suggestion is receiving mixed reactions among football fans. Although Brazil fans in particular have welcomed the idea, Argentina and the Chhatra League have objected to it. Although Argentina's objection in this regard is about why hockey sticks are on the football field, the Chhatra League has called the issue an insult to their conscience. 

A Chhatra League vice-president of Honolulu Government College told us that only we have the right to take the field with helmets and hockey sticks. If necessary, we will patent it. If the Brazilians want us to play for them, I believe our experience in the Copa Acuña will definitely bring them good results in the Copa. But we will not let anyone else play with our heritage.",0,Reporter,Unrelated,Satire
368,Earki.com,2024-07-07 17:00:00,Sports,Brazil's 1 star taken down from 5 after losing to Uruguay,"Brazil has been eliminated from the Copa America after losing to Uruguay in the quarterfinals. Argentina fans are celebrating Brazil's loss, while discreet Brazil fans are criticizing. Some are even saying a few harsh words to the team in the heat of the moment. However, a Brazil fan named Raisul Islam Rana has protested in a unique way. He has removed 1 star out of 5 from Brazil's jersey after losing to Uruguay. This supporter also uploaded this 4-star jersey on his Facebook page. 

Rana said that he will not leave the Brazil camp even if 1 star is taken away. From a fake ID, he said that he was upset by the loss. That is why he took away one star as punishment. Don't people punish themselves when they suffer? This is also like that. That doesn't mean that he is leaving the Brazil camp. Let's go Brazil. 

Not only Rana, other Brazil fans are gradually leaving the Brazil camp. According to a source in the Argentina fan club, the number of members of Facebook groups called Brazil Fan Club is decreasing. On the other hand, the number of members of Facebook groups called Argentina Fan Club is increasing rapidly. Taking advantage of the opportunity, many Argentina fans are selling their old jerseys to former Brazil fans. 

Meanwhile, another fake source has learned that Rana is being requested by the Argentina fan camp to take away 2 stars. Give these two stars to Argentina. Then, even though they support Argentina, former Brazil fans will feel like they are supporting Brazil.",0,Reporter,Unrelated,Satire
369,Earki.com,2024-07-06 17:24:00,Sports,"Mahmudullah and Shakib harshly criticize Ronaldo, advise him to retire","Portugal is out of the Euro after losing to France in yesterday's match. They were level throughout the match but fell behind in the tiebreaker. After this match, Mahmudullah and Shakib have strongly criticized Portuguese superstar Ronaldo. They have also advised him to retire instead of continuing to play, regretting not being able to win a trophy even at this age. 

Although Shakib criticized somewhat naturally, Mahmudullah seems quite angry. He told us in a video call from his fake Insta account, ""Are you tired of playing this game? After a certain age, everyone has to give up their place, you can't win a game with just emotions."" Like Mahmudullah, his fans are also seen in a very excited state about the issue. A section of Mahmudullah's fans formed a human chain at the Press Club with a banner reading 'Old man, quit playing' and a picture of Ronaldo. 

On the other hand, Shakib said in a status from his fake Facebook page, ""You played bro... how much more will you play? You didn't want the cup like Messi or Virat Kohli and now they are in your hands, hey, you understand who will give the Aisa Cup. Now leave the rest to the future generation, but if it's free, come and watch me play in the 2026 World Cup.""",0,Reporter,Unrelated,Satire
370,Earki.com,2024-07-04 17:18:00,Entertainment,Mahfuzur Rahman wants to form a band to get his name on the question paper,"This year, the HSC and equivalent examinations started on Sunday, June 30. As always, the Bangla first paper examination was held on the first day. However, a surprise awaited there. Surprisingly, it was seen that different sets of question papers of that examination were arranged in the names of different bands of the country. Ashes, Miles, Warphase, Meghdal, Chirkut, Lalon, Awas—everyone had their own set. The students and teachers of the Bangladeshi band Music Lover were very excited about such an event. The students of Music Lover said that their exams were excellent compared to the preparation. All this is the benefit of the band. Not only that, the invigilators of Music Lover also gave excellent guard that day. 

Although this incident is very small for some, some are dreaming about the future. According to fictional sources, Mahfuzur Rahman, Hero Alam and 69 others are also thinking of forming a band in the future. In this regard, Mahfuzur Rahman said, I am working on deciding the name of the band by staying up all night. It's not a very difficult task, because I will be the vocalist, guitarist, drummer, flute player. 

Meanwhile, many other bands including Coke Studio Bangla, Popeye, Black, and Shunya are very upset because they couldn't find their names on the set. Coke Studio Bangla's leader Arnab Ali said, ""You bastard, don't even play a song!"" Saying this, he lowered the shutters of Coke Studio Bangla and left.",0,Reporter,Unrelated,Satire
371,Earki.com,2024-07-06 16:02:00,Sports,Bengali married men reprimand Taskin for skipping games to sleep,"Recently, Tiger pacer Taskin Ahmed has come into the news for missing a game due to sleep. However, without knowing which game he missed, the Bengali married male community has started criticizing him on social media. Along with trolling, some have also called him a disgrace to the married male community. One such expatriate married man told us on an emo call, ""Oh, I used to think he was an idiot, but now I see he is a madman. Send him abroad! If you have been without a wife for a long time like us, you will see where all this sleep will go."" However, after learning that he missed a cricket match, the excited brother got a little depressed. 

On the other hand, some have also expressed their desire to send Taskin a package of Kolkata herbals for sleeping so much, leaving aside the game. A Taskin fan told us that he felt bad for his brother after hearing that. Sports are an integral part of life, it is very difficult to support the family if you miss a game for a little sleep. This brother also looks quite disappointed after being told that Taskin missed a cricket match.",0,Reporter,Unrelated,Satire
372,Earki.com,2024-07-03 17:26:00,National,Passengers demand seat belts in battery-powered rickshaws,"Currently, battery-powered rickshaws are the most popular means of communication in the district upazila or remote upazilas. Many analysts believe that battery-powered autorickshaws will soon overtake Dhaka's Laguna in terms of speed. 

However, passengers have some problems sitting in these fast-paced rickshaws. To solve that problem, the Auto Rickshaw Passenger Welfare Association has demanded that seat belts be installed in auto rickshaws. 
In support of their demand, a passenger from the association said that as people's needs have increased over time, so has their speed. The speed of the drivers can be easily compared to the speed of any F1 race car. As a result, it is not possible to sit comfortably without a seat belt. In addition, there is a possibility of falling on the pilot's back at any time while flying. 

Many people get into the auto after spending a lot of time reciting prayers while sitting in the front, as the auto drivers have the qualities of driving an airplane or a sports car. Some people hold the front handle so tightly that it is not a handle but a 24-carat gold bar, and if their hand slips a little, they will lose millions of taka. 

In addition, while crossing the speed breaker in this rickshaw, they often have to go up in the air, and then when they get back in the rickshaw, they cannot escape the pain of the pain. 

Considering various aspects, auto rickshaw passengers have raised the demand for seat belts.",0,Reporter,Unrelated,Satire
373,Earki.com,2024-07-02 16:50:00,Entertainment,"Ronaldo is being called the ""Pearl of Portugal"" by his teammates","Bengali film actress Shabana was once famous for her crying, later Bengali drama actress Mehjabin took her place as her worthy successor. However, Mehjabin's days of scoring goals in an empty field are probably over. Ronaldo broke down in tears after missing a penalty in a match against Slovenia yesterday. Seeing this cry, many have called it a more artistic cry than Mehjabin's. However, Ronaldo's teammates are laughing and joking about the matter, some have even started calling Ronaldo the Mehjabin of Portugal. When we contacted Portugal's legendary player Pepe Bhai about the matter, he hung up the phone saying he was busy eating papaya. 

We spoke to several Messi fans about the matter to find out how they view the matter. A member of the organization called 'Age Kap Pede Dekhao' told us, ""You see why we are not fans of Penaldo, we don't cry when we don't get a penalty."" If we don't get a penalty, we have the money to buy another one. However, another organization called 'Payeshkhor Samiti' has demanded that Ronaldo be given another penalty opportunity, even if it is for humanitarian reasons. They say that if FIFA can give a player a cup for humanitarian reasons, then giving a penalty is not a bad thing.",0,Reporter,Unrelated,Satire
374,Earki.com,2024-07-02 16:48:00,Lifestyle,"I love sleep... I love sleep, when I sleep, I forget about sleeping on the field with the whole team...","Bangladesh pacer and vice-captain Taskin Ahmed missed the match against India due to staying up late. Several media outlets have reported such a report citing the BCB. Taskin Ahmed has also apologized to his teammates for this incident. It is known that Taskin was present on the field during the national anthem even though he stayed up late. Even then, for some reason, he was not played again. Bangla Book 

Meanwhile, when eArchi contacted Taskin's fake ID regarding the matter, he admitted the incident. He also said that he loves sleep. Because, the team's performance in field cricket throughout the tournament was so bad that if he did not sleep, these memories would come to his mind. Then he started feeling helpless. That is why he slept a little more that morning to forget these memories. 
Was it only you who slept or were any other cricketers sleeping too? When asked, Taskin said, ""I am sleeping on the bed, the rest are sleeping on the field."" 

Taskin Ahmed is reluctant to blame himself for the little sleep. With a bit of arrogance, he said from the fake ID, ""The entire country is sleeping. Some are missing classes for sleep, some are not able to go to the office on time for sleep, some are not able to catch corrupt people for sleep, Benazir is leaving someone asleep while she is sleeping, our money is being laundered while she is sleeping, our reserves are being stolen for someone's sleep. And I am just sleeping one morning, you are putting me on trial.""",0,Reporter,Unrelated,Satire
375,Earki.com,2024-06-29 16:27:00,Miscellaneous	,Mohammadpur kidnappers set to receive Nobel Peace Prize,"Mohammadpur is a place of fear. But, the professional kidnappers of this feared place are the ones who are getting the Nobel Peace Prize this time. It is learnt that each kidnapper of Mohammadpur will be given a Nobel Prize. 

Why will this Nobel Peace Prize be given? When asked, a person who has been kidnapped with previous experience told us that they are very professional. But, there is also a lot of humanity among them. If you are walking in Mohammadpur and posting a status on Facebook, and at that time you are kidnapped. Even then, don't worry, they will upload the post for you. If there is no humanity in anyone, no one can take this initiative. They don't let us get the unrest that happens when a half-written post is not uploaded. They give us peace, great peace. So we will also give them the Nobel Peace Prize this time. 

Our correspondent rushed to Mohammadpur to get the opinion of the kidnapper on this matter. Even after a long time, the reporter did not seem to be in touch. After a while, a status appeared on his Facebook, saying that he was coming to Mohammadpur to take an interview, but it was his own.",0,Reporter,Unrelated,Satire
376,Earki.com,2024-06-29 16:27:00,International,Low-income people thank India for making it easier to travel for medical treatment,"Traveling to India for Bangladeshis has become easier than ever. Anyone can go to India for medical treatment. Many analysts have been considering this as a unique achievement in the India-Bangladesh relationship for more than a decade. 

The joy of getting an Indian visa is flooding the homes of low-income people. Many are getting sick with joy because they are happy to go to India easily if they get sick. eRK has learned this from multiple unreliable sources. 

One such rickshaw puller is Jamal. Even though he is running out of money to buy salt, he is overwhelmed with joy because he is happy to go to India for medical treatment. Talking about the matter, Jamal said from his fake ID, traveling to India for medical treatment has become easier than ever. Now, I can go to India for medical treatment. I feel like getting sick with joy. 

Many analysts also consider such an achievement in Bangladesh's medical sector to be the best success in the last few decades. Which do you think is more important - improving the medical sector in your own country or easing visas for medical treatment in neighboring countries? In response to one of our questions, an analyst said, ""Between the two, developing the country's medical sector and making it easier to go abroad for treatment, the wise will always choose the second."" 

Explaining a little, he said, ""There are so many things that need to be done to develop the medical sector. Buy machinery, fix it if it breaks, eliminate corruption—how much! It's easier to see the visa issue than that. Moreover, if you get treatment in the country, there is no opportunity to travel there. If you go to India, you will get treatment as well as travel.""",0,Reporter,Unrelated,Satire
377,Earki.com,2024-06-26 17:51:00,Sports,Gonzales called up as raider in Bangladesh Kabaddi team,"Argentine footballer Gonzales has already created a storm on social media by showing his Kabaddi skills in a football match. He has become a meme material on the internet after pulling a footballer's leg in Kabaddi style in the match against Chile in the ongoing Copa America. Gonzales has been called up as a raider in the Bangladesh Kabaddi team for such an innovative performance on the football field. 

When we gave a missed call to Gonzales' number to find out more, he called us back and said, ""I feel very happy, brother."" We Argentines have always been famous for using our hands in footwork. However, I never thought that I would be called up for other sports for this talent. I am looking forward to playing in the Bangladeshi Kabaddi team. I have heard that every person in that country is a born Kabaddi player, meaning that he is quite skilled in pulling others down. I hope my career will flourish in Bangladesh. 

On the other hand, some local Bangladeshis are proud of Gonzales' inclusion in the team. One such person told us, ""I have been pulling people down all my life."" But I never received a single award from the Kabaddi team, and they even took some Gonzales from somewhere into the team! Talent really has no value in this country.",0,Reporter,Unrelated,Satire
378,Earki.com,2024-06-26 17:40:00,Crime,"A young man named Anjan got married after doing an unpaid internship show, the bride's family filed a case","Anjan and Bella's love has been around for a long time. But since Anjan did not have a job, Bella's family was not willing to marry Bella to Anjan. Anjan also did not know what to do. In such a difficult time, an unpaid internship at Tanvir Sultan MBA institute came to Anjan with a ray of hope. After this unpaid internship, Anjan and Bella got married with the consent of both families. 

After that, the matter of Anjan's unpaid internship came to the fore, and Bella's family came to know about it. The family filed a case of cheating against Anjan. Due to this incident, Anjan is now absconding, while Bella is currently at their own house. When I spoke to one of Bella's uncles about the matter, he said that when I went to see my son's office for the wedding, everything was beautiful there. It was good. The groom had a beautiful desk, and there was an Apple MacBook in the desk. A tidy office. I saw the groom too, quite busy with work. All in all, I thought, the boy is good. He works in a good position, uses a MacBook in the office. If he marries his daughter, he will marry her here. 

After a few days, the family came to know that Anjan was actually doing an unpaid internship. The MacBook on the desk was not his, but a friend's. He had borrowed it for the 3 months of the internship. 

When we talked about the matter, Anjan said that he was not getting married for the job. The offer for this unpaid internship had been there for a long time. But I didn't really need this kind of unpaid internship, since I was earning thousands of rupees by doing tuition. Later I thought, since the offer was there, I didn't get married. 

Anjan also expressed his anger about the case in his own name. He said, why would they file a case in my name? If they file a case, they should file it in the name of those organizations that give us such unpaid internship opportunities.",0,Reporter,Unrelated,Satire
379,Earki.com,2024-06-25 17:17:00,Sports,BCB is exporting 15 pieces of burqa to the West Indies,"How many strange things happen in the world! Sometimes the reason for this can be found, sometimes it remains undetected. One such strange incident is known from a secret source. In the dark of night, 15 burqas are being sent to the West Indies by the BCB. The reason behind this could not be known despite many attempts. 

It is known that all 15 burqas were made at Saudia Burqa House. Rajib Hasan, the head of Saudia Burqa House, said, I woke up this morning to a call from Papanda. I was surprised! He ordered 15 burqas of different sizes and said, emergency. It will be needed tonight. It will go to the West Indies. I said, 'Why West Indies!' He hung up the phone on his face without giving any answer. Maybe he has some family affairs. Who knows... 

When looking into the details about the burqa, it was found that all the burqas are made of precious cherry georgette. The seller said that the price has come down a little because the fabric is a little more expensive than normal women. This black burqa is covered with a black cloth and there is a niqab system. When you wear these burqas, you can see nothing but your eyes. He also said, 'When I was young, I thought burqas were only for women. Now I see that even government employees, sir, order them in a hurry when they go abroad. So I have them specially made for them in advance. They are tall and broad people! There is no telling how long they will have to stay under the burqa. Just be comfortable...' 

Not only that, Nazmul Hasan Papon has also taken 15 black glasses from Mitali Chashma Bitan in New Market. Efforts are still underway to recover the story of the burqa and glasses. As soon as the incident comes to light, it will be shared with the readers. Rest assured.",0,Reporter,Unrelated,Satire
380,Earki.com,2024-06-24 17:46:00,Miscellaneous	,No Bangladeshi will get a foreign visa without committing corruption,"We now live in a global village. Migration was once very expensive and challenging, but now it is completely within reach. Higher education, vacation, or a clean slate—for whatever reason, people are constantly going abroad. However, rumors are circulating that recently, the UN Secretary-General, Ugandan Bin Vuski, took an important decision at the fictional General Assembly. After meeting with the remaining 193 countries, he said, 'No Bangladeshi will get a visa abroad without corruption.' 

Not only that, in this conference, the United States, Canada, and the United Kingdom have set their standards even higher. Several leaders from Canada, Malaysia, Dubai, and Singapore said, 'We are not a country of swindlers. To come to these countries from Bangladesh, you have to corrupt at least 7 billion taka. No one will be able to come for any other purpose...' 

However, the Nordic Council has come up with a special idea in this context. The chairperson of the council said, ‘We can make a list of visa applicants like the results of university or medical college admission tests. The more evidence of corruption he can show, the better the country and security he will get... If he does not show even the minimum evidence of corruption, he will be considered as rejected by the visa center..’ 

Two people who successfully migrated abroad from Bangladesh through corruption were also given a special reception at this time. They are Benazir Ahmed and Matiur Rahman. 

The countries present gladly accepted this proposal. However, since this incident, numerous PhD aspirants and people from Sylhet who got 7 in IELTS have been hospitalized..",0,Reporter,Unrelated,Satire
381,Earki.com,2024-06-24 17:39:00,International,Messi sets world record with 50 million stories in a day,"The Gen-Z generation is famous for giving birthday wishes in stories. Some people annoy their friends by posting fifty, some even a hundred wishes in stories. However, Messi has surpassed all of them. This footballer has set a world record by posting 50 million stories in a day. Messi said that no one is even close to his achievements in football. He wanted to do something like this in terms of giving stories. 

In a video call from his fake Instagram account, Messi told us that in America, you don't have to work hard for football, you have plenty of time. I thought let's make use of the time, although I didn't give some wishes, they were made by Ronaldo fans. 

On the other hand, many Ronaldo fans are proud of Messi's record, some have even sent legal notices asking why Ronaldo never gave such a story about their wishes. However, we have learned from a fake source that he will surpass Messi by sending 60 million wish stories on his next birthday.",0,Reporter,Unrelated,Satire
382,Earki.com,2024-06-24 17:31:00,Sports,Shakib Al Hasan to bat with one hand against Afghanistan,"Tiger XI will take to the field tomorrow morning against Afghanistan in the last match of the Super Eight. The Tigers are sure to return home after their excellent performance in the first two matches. So they do not have much pressure to win the match against Afghanistan. They will play normal cricket. 

However, Shakib Al Hasan is planning to play a slightly lower level of cricket than normal cricket. It is known that this confident cricketer will bat with one hand in this pressure-free match. Talking about the matter, Shakib Al Hasan said from one of his fake IDs, since there is no pressure to beat Afghanistan, there is nothing to lose, so we want to enjoy our game. So I am thinking that I will bat with one hand. I have told the rest of the team, there is no need to take too much pressure, to enjoy the game. The left-handed batter will bat with his right hand and the right-handed batter will bat with his left hand. When it comes to fielding, we are giving more priority to lying down and fielding in this match. 

At this time, everyone present shouted Savage Savage at Shakibal's speech. 

Shakibal gave various advice to the cricketers as well as the journalists and fans. He said, you are also free. You don't have to sit in America until the final of the Hudai. You can return to the country before that. Fans don't need to be tense about the Bichi anymore. From today, your Bichi is free from risk.",0,Reporter,Unrelated,Satire
383,Earki.com,2024-06-13 18:18:00,Sports,The family's younger sons want to train with Usain Bolt to run after cows,"A special tradition of Eid-ul-Adha is running after cows. This responsibility falls on the shoulders of the sons of the family. As soon as they leave the market with the cows, they start running after the cows. Sometimes it is their own cows, sometimes those of relatives, sometimes those of neighbors, sometimes those of strangers, there is no telling who they have to run after. 

But, human running is nothing compared to cow running. Therefore, the younger sons of the family want to increase their running speed to compete with the cows. To increase that speed, they are taking refuge in Usain Bolt. A two-day training is their special need. They said that if necessary, they will go to Usain Bolt's house and get training, but they still want this training. 

When we tried to talk to Usain Bolt about this, he ran away. However, we were informed from one of his fake imo accounts that he is looking for a trainer to run after cows himself. I thought if I couldn't find anyone, I would take refuge with Flash Bhai. As far as I know, he is the only one who is good at this job.",0,Reporter,Unrelated,Satire
384,Earki.com,2024-06-13 18:16:00,Entertainment,People are eager to hire Tamil heroes for butchery work,"The most important work of the Eid-ul-Adha is the work of the butcher. There may be many butchers, but you can't find the right butcher. We always hire the wrong people as butchers. Now, after much thought, the people have found a suitable candidate as a butcher. Tamil movie heroes are the only suitable butchers. 

When asked about the reason for such a decision, an anonymous person said, what is the job of a butcher? Cutting meat! If you have ever watched Tamil movies, you will agree with your eyes closed that Tamil movie heroes are masters of this job. They not only cut, but also use different irony styles. Some can cut in the air, some can cut with their eyes closed, some can cut two hundred with both hands at once! They cut with first class speed and one hundred. If a Tamil hero works as a butcher, you can put the cow in the oven within 10 minutes of slaughtering. 

When we talked to Tamil movie heroes about this, they did not immediately object. However, they have their own demands for this work, they want to shoot at least 100 movies in between jobs. Only if this demand is met will they devote themselves to the work of butchers.",0,Reporter,Unrelated,Satire
385,Earki.com,2024-06-13 18:10:00,Crime,Benazir bought a cow worth 20 lakh taka for just 20 thousand taka,"According to a fake report, former IGP Benazir Ahmed Gabtli bought the most handsome cow in the market for Eid al-Adha. When the huge cow was being taken from the market, everyone seemed to stop their work and look at the price of the cow with awe. 

The offline representative of eArki was present at the market. Not a single detail of the whole matter escaped his attention. 
Speculation was going on in the entire market about the price of the charcoal-black, almost 7-foot-long cow. When Benazir Sahib was asked about the price, he said in a dream, I bought the cow according to my ability to please Allah. I do not want to remove my name from the book of Allah's blessings because of the price of the cow. Our representative came forward to reveal the price of the cow, expressing regret for putting an honest, fair police officer in such an embarrassing situation. 

After a while, he realized exactly who Benazir had bought the cow from. He was asked, as if he were being rude, how much the cow was worth. At first, he did not want to admit that he had sold the cow. After Benazir Ahmed's name was mentioned several times, he looked around and said in a soft voice, ""20,000."" 

How can this huge 7-foot cow cost 20,000? The owner of the cow said sadly, ""My cow was as big as it was black as coal. It stood like a hero and ate grass. Even Australian Friesian cows would fail if you put on glasses. The cow could eat a lot of me. It would eat grass, straw, and husk from its beak, which was scary."" 

I named the cow Benazir, who was as black as a RAB, completely fearless, and a possessive food lover. I raised the cow with great affection. This morning, when the cow arrived from the country, Benazir Sir was the first to price it. I liked the man very much. And the cow is also very good. So I paid 20 thousand. 

Since the man's words did not seem credible, I talked to some more people to find out the truth. The cat in the bag came out of them. It was learned from them that the cow seller has a lot of debt in the area. The lower the price he can show for selling the cow, the easier it will be for him to survive on this journey. That is why he is talking about 20 thousand.",0,Reporter,Unrelated,Satire
386,Earki.com,2024-06-13 18:39:00,Miscellaneous	,Lovers accused of calling home to clean their bowels because no one was home,"The atmosphere of Eid-ul-Azhar is all around. Some have bought cows themselves, some have sacrificed them as partners. Eid means sharing the joy. But how much can women really participate in Eid or other festivals? Is the kitchen work their only responsibility? How civilized is this scene in modern society? 

However, people have changed with time. Women are also gradually becoming smarter. This is precisely why complaints have been made about lovers. It is heard that lovers are calling their lovers home because no one is home and having their lovers clean their intestines. Initially, such incidents were heard only around Dhaka, but now lovers all over the country are making the same complaint. 

A young man named Rubel said angrily, ""He put me on a short video call and said, no one is home. Come, please. I will come quickly after playing FIFA. Understand the situation. After bringing the shower tower, he says, I have a surprise for you.. Close your eyes. After closing my eyes, I see him bringing the intestines. I mean, I couldn't believe it...' 

Another young man named Faruk said, 'My story is even more tragic. After cleaning the cow's intestines, he showed me the goat's intestines and said, ""Are you going to do it or should I call my best friend?"" Remember, if you call him, not only will the intestines be cleaned. I was forced to do that too...' 

However, the most tragic story is told from a young man named Adnan. He said, 'I went to my girlfriend's house and saw me and her just friend, two of us. Cow intestines in one pot and brains in another. She let me clean the intestines and brains with my best friend, but she said, ""I won't let anyone clean what they don't have...""",0,Reporter,Unrelated,Satire
387,Earki.com,2024-06-10 17:27:00,Miscellaneous	,Mojo thanks Coke's marketing team,"Coca-Cola Bangladesh recently created an advertisement ahead of Eid. There is a lot of discussion and criticism going on around the advertisement. Amidst this discussion and criticism, Mojo, one of Coke's competitors in the Bangladeshi market, thanked Coke. It is learned that they thanked Coke's marketing team for saving Mojo's Eid campaign costs. 

An official from the Mojo marketing team said from his fake ID, ""Thank you Coke. If you have a competitor like Coke, no one needs friends. They do everything. Look, our entire Eid campaign costs have been saved. Coke did that. Where else can you find such a competitor! 

This official also said that he will share the Eid profits with Coke as a thank you. From his fake ID, he said, ""I am thinking of giving some of the profit we make on Eid to Coke."" We would also like to give some money to Coke's branding team for making such an amazing advertisement on our behalf. 

Meanwhile, after the publication of this advertisement, the sky has fallen on the heads of the people in the Coke sales team. They are very worried about whether they will be able to meet the sales target on Eid or not. One such person said from his fake ID, ""Brother, I was thinking that I will sell Coke on this Eid and blow it up. I was also setting a lot of targets. After watching this advertisement, one thing came out of my mouth, Ustad, Goa Mara Sara. Now where will I go with this sales target.""",0,Reporter,Unrelated,Satire
388,Earki.com,2024-06-08 17:39:00,Sports,Aryabhatta wants to give credit for zero discovery to Soumya,"With two left-handed openers from Bangladesh at the crease, the Sri Lankans started the attack with part-timer Dhananjaya de Silva. Soumya failed to sweep him with the first ball. However, he could not remain calm. He was caught by Wanindu Hasaranga while trying to blow him at mid-on. Traditional attire

And thus, Soumya Sarkar wrote his name in an extraordinary record in the cricket book. A record that reminds us of Aryabhatta a hundred years ago. Some say that Soumya will also be called Zero Sarkar from today, he says in his Facebook status.
No matter what you call him, Soumya Sarkar or Zero Sarkar, he is not only the owner of the most zeros in his T20 career, he is also the king of the highest number of zeros in his T20 World Cup career among Bangladeshis.
Seeing Soumya's love for zero, Aryabhatta, the inventor of zero, made a remarkable announcement. He wants to give the entire credit for the invention of zero to Soumya Sarkar. Talking about the matter, Aryabhatta said, ""Even though I discovered zero, Soumya has drawn me closer to it with love. Only a Pakistani named Afridi has loved zero more than Soumya before. Impressed by this love, I decided to give Soumya the credit for discovering zero. 

Soumya Sarkar may not be able to roast all the ducks he has scored together and eat them at a night party, but he himself is already being roasted on social media. 

When Soumya Sarkar was asked about such records personally, he said that he does not play for records, if he played for records, he would not have made this record today after playing so many matches. He would have scored the first duck in his debut match. 

In addition, the Department of Primary Education has decided to make some changes in the math book for class one. The counting system will start with Soumya. Soumya, one, two, ...... ten.. In this way, children will be taught to count so that they can remember Soumya's name for his contribution to zero for a lifetime. 

On the other hand, Ireland captain Paul Stirling, who has been the undisputed king of ducks in T20Is, tweeted about Soumya and invited him to become the president of his 'Top Duck' club. The duck club had not had a new member for a long time, and he was very happy with Soumya's arrival today and hopes that Soumya can surpass him and take himself far and wide.",0,Reporter,Unrelated,Satire
